Date,Open,High,Low,Close,Adj Close,Volume
2/27/15,67.510002,67.610001,64.709999,65.18,65.18,5823900
3/2/15,65.18,67.139999,65.18,66.809998,66.809998,5052400
3/3/15,66.199997,69.040001,66.099998,69,69,6008400
3/4/15,68.370003,69.129997,67.589996,68.669998,68.669998,4460400
3/5/15,69.300003,69.309998,67.330002,67.919998,67.919998,3902500
3/6/15,67.660004,68.309998,66.540001,66.669998,66.669998,2369900
3/9/15,66.900002,67.470001,65.82,66.150002,66.150002,4611300
3/10/15,65.769997,65.980003,64.300003,64.610001,64.610001,4077800
3/11/15,65.050003,66.269997,64.779999,65.970001,65.970001,4881000
3/12/15,66.190002,67.959999,66.080002,67.739998,67.739998,4361100
3/13/15,68.019997,69.110001,67.410004,67.57,67.57,4762900
3/16/15,68.220001,68.919998,67.410004,67.919998,67.919998,4283700
3/17/15,68.459999,69.25,67.660004,69.089996,69.089996,5048900
3/18/15,69.32,69.550003,67.550003,68.099998,68.099998,5370200
3/19/15,68.830002,70.309998,68.190002,70.089996,70.089996,5548500
3/20/15,69.389999,70.300003,68.860001,69.449997,69.449997,10443600
3/23/15,69.769997,69.870003,67.5,67.610001,67.610001,5256200
3/24/15,67.330002,68.419998,66.839996,67.629997,67.629997,4282800
3/25/15,67.550003,67.57,65.290001,65.559998,65.559998,5417900
3/26/15,64,65.190002,63.09,64.970001,64.970001,5993100
3/27/15,65.510002,67.800003,65.510002,67.75,67.75,5083600
3/30/15,68.25,68.75,67.580002,68.190002,68.190002,3393400
3/31/15,67.949997,68.099998,66.769997,67.25,67.25,3272400
4/1/15,65.059998,65.849998,63.75,64.010002,64.010002,7424900
4/2/15,64.239998,64.540001,61.73,61.880001,61.880001,7559400
4/6/15,60.639999,61.18,59.470001,60.119999,60.119999,8067700
4/7/15,60.580002,61.419998,59.290001,59.57,59.57,4870900
4/8/15,59.849998,61,59.700001,60.549999,60.549999,6791200
4/9/15,62.259998,62.919998,60.560001,61.16,61.16,8906200
4/10/15,61.290001,62.16,61,61.049999,61.049999,3731800
4/13/15,60.57,62,60.400002,61.009998,61.009998,4808900
4/14/15,60.490002,61,59.639999,60.25,60.25,4807600
4/15/15,61.650002,61.990002,60.349998,60.990002,60.990002,6011800
4/16/15,60.950001,62.939999,60.720001,62.200001,62.200001,4452500
4/17/15,61.689999,62.549999,61.43,61.490002,61.490002,4091200
4/20/15,62,62.5,61.060001,62.400002,62.400002,4736100
4/21/15,62.700001,63.919998,62.080002,63.700001,63.700001,5716600
4/22/15,63.799999,64.239998,62.900002,64.019997,64.019997,6286000
4/23/15,62.740002,64.099998,62.310001,62.799999,62.799999,8683800
4/24/15,63.439999,64.949997,63.400002,63.509998,63.509998,8820000
4/27/15,62.939999,63.470001,61.740002,61.98,61.98,4915300
4/28/15,61.799999,61.950001,59.93,61.419998,61.419998,4211900
4/29/15,61,61.27,57.950001,59.869999,59.869999,7502800
4/30/15,59.900002,61.290001,59.330002,59.740002,59.740002,7179900
5/1/15,60.34,61.959999,59.919998,61.400002,61.400002,4519800
5/4/15,61.939999,62.18,60.59,60.919998,60.919998,3769700
5/5/15,59.91,60.48,58.93,59.23,59.23,3617200
5/6/15,59.110001,59.990002,57.700001,59.439999,59.439999,4303600
5/7/15,59.810001,62.790001,59.810001,62.52,62.52,7861100
5/8/15,62.240002,63.900002,62.07,62.439999,62.439999,4829000
5/11/15,62.700001,63.639999,62.16,62.950001,62.950001,2726500
5/12/15,62.25,62.349998,61.490002,61.860001,61.860001,4355100
5/13/15,62.450001,63.450001,61.060001,61.23,61.23,4511600
5/14/15,61.599998,62.16,61.169998,61.75,61.75,3722900
5/15/15,62.209999,62.580002,61.400002,61.599998,61.599998,2803500
5/18/15,61.630001,62.279999,61.389999,62.25,62.25,4200700
5/19/15,62.740002,63.220001,60.720001,60.810001,60.810001,4842100
5/20/15,60.57,60.580002,54.220001,54.540001,54.540001,22711300
5/21/15,54.599998,55.369999,54.080002,54.130001,54.130001,10723100
5/22/15,54.419998,54.630001,53.110001,53.689999,53.689999,6738900
5/26/15,54.099998,54.099998,51.68,51.919998,51.919998,11236700
5/27/15,52.369999,54,52.25,53.700001,53.700001,6443600
5/28/15,53.700001,54.169998,53.279999,53.490002,53.490002,4948800
5/29/15,53.560001,54.799999,52.799999,54.59,54.59,7294500
6/1/15,54.759998,56.889999,54.07,56.310001,56.310001,9487300
6/2/15,55.119999,56.369999,54.360001,55.950001,55.950001,6685400
6/3/15,56.189999,56.389999,55.310001,55.869999,55.869999,3668100
6/4/15,55.5,56.369999,53.990002,54.57,54.57,7131100
6/5/15,54.619999,54.939999,53.830002,54.09,54.09,4867100
6/8/15,53.48,53.599998,51.029999,51.73,51.73,9177100
6/9/15,50.349998,52.900002,49.849998,52.580002,52.580002,12212200
6/10/15,52.32,53.099998,51.470001,52.419998,52.419998,6406700
6/11/15,52.91,53.529999,52.330002,52.5,52.5,3370900
6/12/15,52,53.369999,52,52.869999,52.869999,4097900
6/15/15,52.490002,53.009998,51.869999,52.25,52.25,3199400
6/16/15,52.25,52.560001,50.849998,51.23,51.23,4767500
6/17/15,51.200001,51.84,50.689999,51.32,51.32,3712200
6/18/15,51.43,52.080002,51.009998,52.009998,52.009998,4278600
6/19/15,52.639999,53.959999,52.400002,53.25,53.25,5680000
6/22/15,54.580002,55.18,53.84,54.799999,54.799999,6806400
6/23/15,55.84,56.27,54.700001,55.23,55.23,5349400
6/24/15,55.119999,55.849998,54.299999,54.459999,54.459999,3987600
6/25/15,54.900002,55.400002,54.369999,54.939999,54.939999,4182400
6/26/15,55.09,55.400002,54.189999,54.48,54.48,4252800
6/29/15,53.849998,54.889999,52.509998,52.810001,52.810001,5279000
6/30/15,53.400002,54.279999,52.990002,53.009998,53.009998,4621900
7/1/15,54.049999,54.139999,50.099998,51.689999,51.689999,13075800
7/2/15,51.880001,52.509998,50.98,51.5,51.5,5318900
7/6/15,52.049999,53.950001,52.049999,53.849998,53.849998,6371500
7/7/15,53.990002,54.490002,52.540001,54.310001,54.310001,6627700
7/8/15,53.439999,53.720001,52.25,52.82,52.82,4619100
7/9/15,53.459999,54.119999,53.060001,53.259998,53.259998,3437800
7/10/15,54.689999,55.689999,54.599998,55.509998,55.509998,5922600
7/13/15,56.91,57.389999,56.099998,56.389999,56.389999,4246800
7/14/15,55.959999,56.490002,55.209999,55.73,55.73,4517000
7/15/15,54.919998,56.220001,53.900002,55.5,55.5,6025200
7/16/15,55.880001,56.439999,54.98,54.98,54.98,5440400
7/17/15,55.23,56.700001,55.029999,55.389999,55.389999,5893900
7/20/15,55.689999,56.099998,54.810001,55.349998,55.349998,3425400
7/21/15,55.200001,56.299999,55.200001,55.970001,55.970001,4032900
7/22/15,55.810001,57.41,55.790001,57.07,57.07,9298900
7/23/15,58.720001,60,56.16,56.669998,56.669998,10259200
7/24/15,57.779999,58.5,56.439999,56.490002,56.490002,9534000
7/27/15,56.049999,57.240002,55.25,56.810001,56.810001,5806500
7/28/15,57.080002,58.91,56.75,58.419998,58.419998,6206400
7/29/15,58.099998,58.419998,56.799999,57.209999,57.209999,4768100
7/30/15,57.09,57.310001,56.549999,56.84,56.84,3153700
7/31/15,56.66,56.900002,56.360001,56.389999,56.389999,3476300
8/3/15,56.860001,58.889999,56.689999,58.32,58.32,5270700
8/4/15,59.189999,59.849998,58.209999,58.950001,58.950001,4795300
8/5/15,59.41,59.5,58.049999,58.110001,58.110001,4580200
8/6/15,58.41,58.959999,56.950001,57.509998,57.509998,3749000
8/7/15,57.25,57.630001,56.610001,56.740002,56.740002,3489900
8/10/15,57.419998,58.009998,56.900002,57.150002,57.150002,3074000
8/11/15,57.220001,59.139999,57.220001,57.869999,57.869999,4404400
8/12/15,57.599998,57.740002,55.07,57.41,57.41,4813300
8/13/15,57.650002,58.59,57.18,58.349998,58.349998,3337800
8/14/15,57.970001,58.860001,57.849998,58.529999,58.529999,2391700
8/17/15,58.490002,59.93,58,59.599998,59.599998,3889000
8/18/15,59.450001,60.119999,58.110001,58.509998,58.509998,3834400
8/19/15,58.259998,59.029999,57.869999,58.23,58.23,3825200
8/20/15,57.59,57.66,56.52,56.59,56.59,4164800
8/21/15,55.919998,56.68,54.959999,55.09,55.09,6683400
8/24/15,50.759998,54.98,49.200001,52.330002,52.330002,7089300
8/25/15,54.369999,54.939999,52.099998,52.099998,52.099998,4597100
8/26/15,53.369999,54.220001,51.619999,53.950001,53.950001,4991300
8/27/15,54.380001,54.73,52.330002,53.360001,53.360001,5769700
8/28/15,56.52,57.349998,55.779999,57.119999,57.119999,19988900
8/31/15,57.18,58.040001,56.880001,56.970001,56.970001,10556500
9/1/15,56.009998,57.380001,55.799999,57.130001,57.130001,12670900
9/2/15,57.889999,58.09,56.720001,57.290001,57.290001,67826200
9/3/15,57.529999,58.139999,57.049999,57.25,57.25,9954600
9/4/15,56.799999,57.700001,56.310001,56.689999,56.689999,6099700
9/8/15,57.740002,58.009998,56.91,57.509998,57.509998,7115100
9/9/15,57,58.93,56.869999,57.669998,57.669998,9026000
9/10/15,57.959999,58.360001,56.599998,56.900002,56.900002,6500900
9/11/15,56.77,57.470001,56.34,56.830002,56.830002,4028300
9/14/15,56.889999,57.459999,56.419998,57.450001,57.450001,4652100
9/15/15,57.490002,57.700001,56.849998,57.279999,57.279999,5134500
9/16/15,57.029999,57.990002,56.759998,57.950001,57.950001,5151800
9/17/15,58.189999,62.209999,58.080002,61.560001,61.560001,16405900
9/18/15,60.84,61.349998,60.029999,60.310001,60.310001,7093900
9/21/15,60.360001,61.240002,59.59,60.450001,60.450001,5417700
9/22/15,59.950001,60.220001,58.009998,58.240002,58.240002,5477400
9/23/15,58.52,58.889999,57.290001,58.169998,58.169998,4215500
9/24/15,57.580002,57.66,55.77,56.330002,56.330002,5748900
9/25/15,56.990002,56.990002,54.950001,55.419998,55.419998,6322900
9/28/15,55.209999,55.240002,53.040001,53.720001,53.720001,5560900
9/29/15,53.830002,54.029999,52.110001,52.459999,52.459999,6290700
9/30/15,52.880001,53.48,52.240002,53.049999,53.049999,6221300
10/1/15,52.950001,53.169998,52,53,53,5990000
10/2/15,52.34,52.380001,50.950001,51.759998,51.759998,6745500
10/5/15,52.029999,53.630001,51.650002,53.330002,53.330002,5846200
10/6/15,53.240002,53.549999,50.52,50.779999,50.779999,7744900
10/7/15,51.040001,51.650002,49.759998,51.580002,51.580002,7054000
10/8/15,51.25,52.43,50.5,52.259998,52.259998,5012500
10/9/15,53.919998,56.099998,53.419998,55.709999,55.709999,11375400
10/12/15,56.099998,58.040001,55.900002,57.799999,57.799999,6114300
10/13/15,57.119999,57.759998,56.43,57.299999,57.299999,6223100
10/14/15,57.869999,58.75,56.400002,57.509998,57.509998,5912800
10/15/15,57.790001,58.080002,56.720001,57.759998,57.759998,4188500
10/16/15,57.889999,57.98,55.049999,55.970001,55.970001,14594700
10/19/15,55.900002,57.009998,55.84,56.75,56.75,6588400
10/20/15,56.849998,57.07,55.450001,55.75,55.75,7088800
10/21/15,55.650002,55.849998,54.200001,54.549999,54.549999,7421800
10/22/15,55.09,56.439999,54.139999,56.049999,56.049999,7564800
10/23/15,57.189999,59.799999,57.18,59.68,59.68,12308600
10/26/15,59.419998,61.200001,59.150002,61.02,61.02,6017300
10/27/15,60.720001,61.799999,60.470001,60.939999,60.939999,5981600
10/28/15,60.849998,60.970001,58.700001,59.549999,59.549999,5823400
10/29/15,59.130001,60.720001,58.599998,60.25,60.25,4243000
10/30/15,60.07,61.869999,59.970001,60.310001,60.310001,5520400
11/2/15,60.610001,61.290001,60.439999,60.599998,60.599998,4012000
11/3/15,61,61.34,60.009998,60.84,60.84,4883300
11/4/15,60.540001,60.93,59.689999,60.290001,60.290001,5964400
11/5/15,60.509998,60.98,60.189999,60.299999,60.299999,4623300
11/6/15,60.18,61.75,60.02,61.490002,61.490002,6540700
11/9/15,61.16,61.419998,59.669998,60.150002,60.150002,3469700
11/10/15,60.18,60.849998,59.029999,60.060001,60.060001,2659000
11/11/15,60.259998,60.439999,59.580002,59.639999,59.639999,2264500
11/12/15,59,60.110001,59,59.25,59.25,2707300
11/13/15,59.099998,59.57,58.439999,58.799999,58.799999,3085200
11/16/15,57.369999,58.209999,57.060001,58.080002,58.080002,6174400
11/17/15,58.299999,59.290001,57.02,57.380001,57.380001,4413500
11/18/15,57.490002,58.259998,56.509998,57.709999,57.709999,4658800
11/19/15,58.09,59.299999,57.799999,58.5,58.5,3475600
11/20/15,58.490002,59.290001,58.360001,58.810001,58.810001,3563900
11/23/15,58.849998,59.23,58.34,58.560001,58.560001,2607100
11/24/15,57.09,57.240002,56.07,56.799999,56.799999,7259500
11/25/15,57.080002,57.209999,55.93,56.220001,56.220001,4622800
11/27/15,56.400002,57.459999,56.259998,56.82,56.82,1638500
11/30/15,56.82,57.200001,55.580002,55.73,55.73,5123700
12/1/15,55.68,57.110001,55.529999,56.990002,56.990002,3967000
12/2/15,58,59.34,57.619999,57.91,57.91,5393400
12/3/15,57.91,58.23,56.560001,56.740002,56.740002,4111100
12/4/15,57.560001,59.09,57.52,58.939999,58.939999,5126100
12/7/15,59.959999,61.490002,59.75,60.52,60.52,6911700
12/8/15,59.669998,60.509998,58.049999,58.650002,58.650002,4668200
12/9/15,58.700001,59.880001,57.150002,57.860001,57.860001,5138900
12/10/15,58.099998,60.18,57.610001,59.529999,59.529999,5065400
12/11/15,58.18,58.759998,56.91,57.029999,57.029999,5041600
12/14/15,57.369999,57.740002,55.330002,57.299999,57.299999,5618900
12/15/15,57.830002,58.48,57.509998,57.900002,57.900002,3675600
12/16/15,58.259998,59.150002,57.060001,58.869999,58.869999,4189000
12/17/15,58.860001,59.650002,57.299999,57.32,57.32,3997600
12/18/15,57.32,58.220001,56.720001,56.919998,56.919998,5017900
12/21/15,57.419998,58.32,57.27,58.049999,58.049999,3303500
12/22/15,58.279999,58.360001,56.650002,58,58,3576700
12/23/15,58.02,58.57,57.110001,58.349998,58.349998,3381800
3/13/19,80.5,81.400002,79.879997,81.209999,81.209999,3450300
3/14/19,81.199997,82.059998,81.089996,81.489998,81.489998,1816200
3/15/19,81.760002,82.480003,81.379997,81.690002,81.690002,4860300
3/18/19,81.389999,81.739998,80.5,80.730003,80.730003,2780200
3/19/19,80.93,81.860001,80.75,81.339996,81.339996,2390400
3/20/19,81.18,81.400002,79.790001,79.830002,79.830002,4660700
3/21/19,80.290001,81.459999,79.690002,81,81,2330500
3/22/19,80.639999,80.769997,78.75,79.629997,79.629997,3160000
3/25/19,79.68,80.010002,78.089996,78.120003,78.120003,4731400
3/26/19,78.459999,78.82,77.019997,77.489998,77.489998,3061400
3/27/19,77.540001,79.57,77.5,78.529999,78.529999,2371500
3/28/19,78.989998,79.290001,77.779999,78.599998,78.599998,1563100
3/29/19,79.050003,80.050003,78.580002,79.779999,79.779999,2449900
4/1/19,80.209999,81.690002,79.559998,80.870003,80.870003,2723200
4/2/19,83.190002,85.099998,82.339996,82.769997,82.769997,3795100
4/3/19,83.25,84.919998,83.099998,84.199997,84.199997,4047800
4/4/19,84.510002,85.269997,83.540001,84.639999,84.639999,1748400
4/5/19,84.949997,85.75,84.519997,84.910004,84.910004,3018100
4/8/19,84.599998,85.120003,83.800003,84.580002,84.580002,1853000
4/9/19,84.089996,84.639999,83.459999,84.25,84.25,2016700
4/10/19,85.330002,85.550003,83.610001,84.519997,84.519997,3547300
4/11/19,84.559998,86.419998,84.559998,85.75,85.75,2570200
4/12/19,86.190002,86.5,85.300003,85.489998,85.489998,4507500
4/15/19,85.309998,85.43,84.080002,84.519997,84.519997,2324200
4/16/19,84.809998,85.669998,84.389999,85.169998,85.169998,3747800
4/17/19,87.940002,89.730003,87.290001,89.239998,89.239998,6963700
4/18/19,89.669998,89.809998,87.459999,88.279999,88.279999,3508300
4/22/19,87.769997,88.550003,87.150002,87.559998,87.559998,2060600
4/23/19,87.489998,88.5,87.260002,87.970001,87.970001,2220800
4/24/19,88.099998,88.959999,87.610001,88.029999,88.029999,2049900
4/25/19,87.57,89.150002,86.669998,86.860001,86.860001,2152800
4/26/19,86.559998,88.43,86.489998,87.940002,87.940002,1544900
